anio,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_zona,nombre_zona,sector_o_tipo_gestion,cantidad_matriculados_hombre,cantidad_matriculados_mujer,total_matriculados
2023,5,Caaguazú,12,Dr. Juan Eulogio Estigarribia,1,Urbana,Oficial,2011,1949,3960
2023,5,Caaguazú,6,Dr. Juan Manuel Frutos,2,Rural,Oficial,1640,1570,3210
2023,5,Caaguazú,6,Dr. Juan Manuel Frutos,1,Urbana,Oficial,1131,949,2080
2023,5,Caaguazú,6,Dr. Juan Manuel Frutos,1,Urbana,Privado,6,41,47
2023,5,Caaguazú,15,José Domingo Ocampos,1,Urbana,Oficial,279,339,618
2023,5,Caaguazú,15,José Domingo Ocampos,1,Urbana,Privado,14,30,44
2023,5,Caaguazú,15,José Domingo Ocampos,2,Rural,Oficial,679,667,1346
2023,5,Caaguazú,17,La Pastora,2,Rural,Oficial,520,489,1009
2023,5,Caaguazú,16,Mariscal Francisco Solano López,2,Rural,Oficial,443,460,903
2023,5,Caaguazú,16,Mariscal Francisco Solano López,1,Urbana,Oficial,199,178,377
2023,5,Caaguazú,16,Mariscal Francisco Solano López,1,Urbana,Privado,54,88,142
2023,5,Caaguazú,8,Nueva Londres,1,Urbana,Oficial,157,151,308
2023,5,Caaguazú,8,Nueva Londres,2,Rural,Oficial,159,166,325
2023,5,Caaguazú,22,Nueva Toledo,2,Rural,Oficial,500,450,950
2023,5,Caaguazú,22,Nueva Toledo,1,Urbana,Privado,57,75,132
2023,5,Caaguazú,22,Nueva Toledo,1,Urbana,Oficial,159,191,350
2023,5,Caaguazú,14,Raúl Arsenio Oviedo,2,Rural,Oficial,1270,1264,2534
2023,5,Caaguazú,14,Raúl Arsenio Oviedo,2,Rural,Privado,75,63,138
2023,5,Caaguazú,14,Raúl Arsenio Oviedo,2,Rural,Privado Subvencionado,198,180,378
2023,5,Caaguazú,14,Raúl Arsenio Oviedo,1,Urbana,Oficial,433,412,845
2023,5,Caaguazú,7,Repatriación,2,Rural,Oficial,3014,2857,5871
2023,5,Caaguazú,7,Repatriación,1,Urbana,Oficial,581,571,1152
2023,5,Caaguazú,7,Repatriación,1,Urbana,Privado Subvencionado,6,26,32
2023,5,Caaguazú,13,R.I. 3 Corrales,1,Urbana,Oficial,176,173,349
2023,5,Caaguazú,13,R.I. 3 Corrales,2,Rural,Oficial,587,568,1155
2023,5,Caaguazú,9,San Joaquín,1,Urbana,Privado Subvencionado,202,163,365
2023,5,Caaguazú,9,San Joaquín,1,Urbana,Oficial,285,257,542
2023,5,Caaguazú,9,San Joaquín,2,Rural,Oficial,1107,1099,2206
2023,5,Caaguazú,10,San José de los Arroyos,2,Rural,Oficial,829,727,1556
2023,5,Caaguazú,10,San José de los Arroyos,1,Urbana,Oficial,618,543,1161
2023,5,Caaguazú,10,San José de los Arroyos,1,Urbana,Privado Subvencionado,327,353,680
2023,5,Caaguazú,5,Santa Rosa del Mbutuy,2,Rural,Oficial,1110,1034,2144
2023,5,Caaguazú,5,Santa Rosa del Mbutuy,1,Urbana,Oficial,266,251,517
2023,5,Caaguazú,19,Simón Bolívar,1,Urbana,Oficial,251,252,503
2023,5,Caaguazú,19,Simón Bolívar,2,Rural,Oficial,297,274,571
2023,5,Caaguazú,21,Tembiaporá,1,Urbana,Oficial,351,351,702
2023,5,Caaguazú,21,Tembiaporá,2,Rural,Oficial,1469,1500,2969
2023,5,Caaguazú,21,Tembiaporá,1,Urbana,Privado,50,67,117
2023,5,Caaguazú,20,Vaquería,2,Rural,Oficial,815,807,1622
2023,5,Caaguazú,20,Vaquería,1,Urbana,Oficial,745,743,1488
2023,5,Caaguazú,11,Yhú,2,Rural,Oficial,3147,3018,6165
2023,5,Caaguazú,11,Yhú,1,Urbana,Oficial,282,327,609
2023,6,Caazapá,11,3 de Mayo,1,Urbana,Oficial,192,177,369
2023,6,Caazapá,11,3 de Mayo,2,Rural,Oficial,1767,1563,3330
2023,6,Caazapá,11,3 de Mayo,2,Rural,Privado,21,25,46
2023,6,Caazapá,2,Abaí,2,Rural,Privado Subvencionado,115,128,243
2023,6,Caazapá,2,Abaí,2,Rural,Privado,30,28,58
2023,6,Caazapá,2,Abaí,2,Rural,Oficial,3024,2847,5871
2023,6,Caazapá,2,Abaí,1,Urbana,Privado,2,3,5
2023,6,Caazapá,2,Abaí,1,Urbana,Oficial,354,395,749
2023,6,Caazapá,3,Buena Vista,2,Rural,Oficial,274,235,509
2023,6,Caazapá,3,Buena Vista,1,Urbana,Oficial,367,337,704
2023,6,Caazapá,1,Caazapá,2,Rural,Oficial,1667,1552,3219
2023,6,Caazapá,1,Caazapá,1,Urbana,Privado Subvencionado,315,358,673
2023,6,Caazapá,1,Caazapá,1,Urbana,Privado,199,205,404
2023,6,Caazapá,1,Caazapá,1,Urbana,Oficial,718,732,1450
2023,6,Caazapá,4,Dr. Moisés S. Bertoni,2,Rural,Oficial,300,294,594
2023,6,Caazapá,4,Dr. Moisés S. Bertoni,1,Urbana,Oficial,171,174,345
2023,6,Caazapá,9,Fulgencio Yegros,1,Urbana,Oficial,209,237,446
2023,6,Caazapá,9,Fulgencio Yegros,2,Rural,Oficial,414,369,783
2023,6,Caazapá,5,General Higinio Morínigo,1,Urbana,Oficial,121,120,241
2023,6,Caazapá,5,General Higinio Morínigo,1,Urbana,Privado Subvencionado,58,66,124
2023,6,Caazapá,5,General Higinio Morínigo,2,Rural,Oficial,483,505,988
2023,6,Caazapá,6,Maciel,1,Urbana,Oficial,113,103,216
2023,6,Caazapá,6,Maciel,2,Rural,Oficial,310,243,553
2023,6,Caazapá,7,San Juan Nepomuceno,1,Urbana,Privado,59,107,166
2023,6,Caazapá,7,San Juan Nepomuceno,2,Rural,Privado,34,46,80
2023,6,Caazapá,7,San Juan Nepomuceno,1,Urbana,Privado Subvencionado,47,48,95
2023,6,Caazapá,7,San Juan Nepomuceno,2,Rural,Oficial,2677,2522,5199
2023,6,Caazapá,7,San Juan Nepomuceno,1,Urbana,Oficial,1562,1683,3245
2023,6,Caazapá,8,Tavaí,1,Urbana,Oficial,72,84,156
2023,6,Caazapá,8,Tavaí,2,Rural,Oficial,2212,2211,4423
2023,6,Caazapá,10,Yuty,1,Urbana,Privado,13,68,81
2023,6,Caazapá,10,Yuty,2,Rural,Oficial,1086,975,2061
2023,6,Caazapá,10,Yuty,1,Urbana,Privado Subvencionado,136,150,286
2023,6,Caazapá,10,Yuty,1,Urbana,Oficial,654,694,1348
2023,14,Canindeyú,2,Corpus Christi,1,Urbana,Oficial,388,389,777
2023,14,Canindeyú,2,Corpus Christi,2,Rural,Oficial,461,462,923
2023,14,Canindeyú,2,Corpus Christi,2,Rural,Privado,6,10,16
2023,14,Canindeyú,3,Curuguaty,1,Urbana,Privado Subvencionado,61,20,81
2023,14,Canindeyú,3,Curuguaty,1,Urbana,Oficial,2199,2262,4461
2023,14,Canindeyú,3,Curuguaty,1,Urbana,Privado,278,359,637
2023,14,Canindeyú,3,Curuguaty,2,Rural,Oficial,2778,2636,5414
2023,14,Canindeyú,7,Francisco Caballero Alvarez,2,Rural,Oficial,389,354,743
2023,14,Canindeyú,7,Francisco Caballero Alvarez,1,Urbana,Oficial,599,668,1267
2023,14,Canindeyú,5,Itanará,2,Rural,Oficial,132,131,263
2023,14,Canindeyú,5,Itanará,1,Urbana,Oficial,134,151,285
2023,14,Canindeyú,8,Katueté,1,Urbana,Privado,110,113,223
2023,14,Canindeyú,8,Katueté,2,Rural,Oficial,271,220,491
2023,14,Canindeyú,8,Katueté,2,Rural,Privado,50,28,78
2023,14,Canindeyú,8,Katueté,1,Urbana,Privado Subvencionado,17,21,38
2023,14,Canindeyú,8,Katueté,1,Urbana,Oficial,905,969,1874
2023,14,Canindeyú,9,La Paloma del Espíritu Santo,2,Rural,Oficial,131,124,255
2023,14,Canindeyú,9,La Paloma del Espíritu Santo,1,Urbana,Oficial,568,579,1147
2023,14,Canindeyú,9,La Paloma del Espíritu Santo,1,Urbana,Privado,123,144,267
2023,14,Canindeyú,9,La Paloma del Espíritu Santo,1,Urbana,Privado Subvencionado,108,105,213
2023,14,Canindeyú,16,Laurel,2,Rural,Oficial,231,199,430
2023,14,Canindeyú,16,Laurel,1,Urbana,Oficial,17,11,28
2023,14,Canindeyú,14,Maracana,2,Rural,Oficial,1981,1902,3883
2023,14,Canindeyú,14,Maracana,2,Rural,Privado,40,32,72
2023,14,Canindeyú,10,Nueva Esperanza,2,Rural,Privado,4,3,7
2023,14,Canindeyú,10,Nueva Esperanza,1,Urbana,Privado,254,267,521
2023,14,Canindeyú,10,Nueva Esperanza,1,Urbana,Oficial,614,686,1300
2023,14,Canindeyú,10,Nueva Esperanza,2,Rural,Oficial,631,562,1193
2023,14,Canindeyú,15,Puerto Adela,2,Rural,Oficial,156,153,309
2023,14,Canindeyú,1,Salto del Guairá,1,Urbana,Oficial,1893,1903,3796
2023,14,Canindeyú,1,Salto del Guairá,1,Urbana,Privado Subvencionado,229,266,495
2023,14,Canindeyú,1,Salto del Guairá,1,Urbana,Privado,379,459,838
2023,14,Canindeyú,1,Salto del Guairá,2,Rural,Oficial,1234,1319,2553
2023,14,Canindeyú,4,Villa Ygatimí,2,Rural,Oficial,1322,1262,2584
2023,14,Canindeyú,4,Villa Ygatimí,1,Urbana,Oficial,526,503,1029
2023,14,Canindeyú,4,Villa Ygatimí,2,Rural,Privado,1,93,94
2023,14,Canindeyú,11,Yasy Cañy,1,Urbana,Oficial,365,400,765
2023,14,Canindeyú,11,Yasy Cañy,2,Rural,Oficial,2736,2624,5360
2023,14,Canindeyú,11,Yasy Cañy,1,Urbana,Privado,24,67,91
2023,14,Canindeyú,13,Yby Pyta,2,Rural,Oficial,1683,1631,3314
2023,14,Canindeyú,13,Yby Pyta,1,Urbana,Oficial,150,166,316
2023,14,Canindeyú,12,Ybyrarovaná,1,Urbana,Oficial,271,290,561
2023,14,Canindeyú,12,Ybyrarovaná,2,Rural,Oficial,1321,1313,2634
2023,14,Canindeyú,12,Ybyrarovaná,2,Rural,Privado,101,105,206
2023,14,Canindeyú,6,Ypejhú,1,Urbana,Oficial,276,305,581
2023,14,Canindeyú,6,Ypejhú,2,Rural,Oficial,722,694,1416
2023,0,Capital,0,Asunción,1,Urbana,Oficial,29156,28731,57887
2023,0,Capital,0,Asunción,1,Urbana,Privado Subvencionado,16181,16563,32744
2023,0,Capital,0,Asunción,1,Urbana,Privado,20090,20501,40591
2023,11,Central,1,Areguá,2,Rural,Oficial,4644,4366,9010
2023,11,Central,1,Areguá,1,Urbana,Oficial,2063,1969,4032
2023,11,Central,1,Areguá,1,Urbana,Privado,175,201,376
2023,11,Central,1,Areguá,2,Rural,Privado,51,47,98
2023,11,Central,1,Areguá,2,Rural,Privado Subvencionado,1242,1274,2516
2023,11,Central,1,Areguá,1,Urbana,Privado Subvencionado,876,915,1791
2023,11,Central,2,Capiatá,1,Urbana,Privado Subvencionado,2431,2389,4820
2023,11,Central,2,Capiatá,1,Urbana,Oficial,22833,21940,44773
2023,11,Central,2,Capiatá,1,Urbana,Privado,3055,3151,6206
2023,11,Central,2,Capiatá,2,Rural,Oficial,131,107,238
2023,11,Central,3,Fernando de la Mora,1,Urbana,Oficial,6531,6299,12830
2023,11,Central,3,Fernando de la Mora,1,Urbana,Privado Subvencionado,1579,1719,3298
2023,11,Central,3,Fernando de la Mora,1,Urbana,Privado,4030,3693,7723
2023,11,Central,4,Guarambaré,1,Urbana,Oficial,2085,1944,4029
2023,11,Central,4,Guarambaré,1,Urbana,Privado,297,288,585
2023,11,Central,4,Guarambaré,2,Rural,Oficial,754,728,1482
2023,11,Central,4,Guarambaré,1,Urbana,Privado Subvencionado,563,642,1205
2023,11,Central,5,Itá,2,Rural,Privado Subvencionado,52,56,108
2023,11,Central,5,Itá,1,Urbana,Oficial,3179,3061,6240
2023,11,Central,5,Itá,1,Urbana,Privado,417,407,824
2023,11,Central,5,Itá,1,Urbana,Privado Subvencionado,1101,1124,2225
2023,11,Central,5,Itá,2,Rural,Oficial,4345,3976,8321
2023,11,Central,6,Itauguá,2,Rural,Privado,366,328,694
2023,11,Central,6,Itauguá,1,Urbana,Oficial,7209,6787,13996
2023,11,Central,6,Itauguá,1,Urbana,Privado Subvencionado,148,142,290
2023,11,Central,6,Itauguá,1,Urbana,Privado,599,719,1318
2023,11,Central,6,Itauguá,2,Rural,Oficial,2463,2328,4791
2023,11,Central,19,Julián Augusto Saldívar,1,Urbana,Oficial,1418,1405,2823
2023,11,Central,19,Julián Augusto Saldívar,2,Rural,Privado Subvencionado,591,565,1156
2023,11,Central,19,Julián Augusto Saldívar,1,Urbana,Privado Subvencionado,492,507,999
2023,11,Central,19,Julián Augusto Saldívar,2,Rural,Oficial,4677,4644,9321
2023,11,Central,19,Julián Augusto Saldívar,2,Rural,Privado,718,727,1445
2023,11,Central,19,Julián Augusto Saldívar,1,Urbana,Privado,0,8,8
2023,11,Central,7,Lambaré,1,Urbana,Privado Subvencionado,1764,1734,3498
2023,11,Central,7,Lambaré,1,Urbana,Privado,2669,2812,5481
2023,11,Central,7,Lambaré,1,Urbana,Oficial,6364,6229,12593
2023,11,Central,8,Limpio,1,Urbana,Privado Subvencionado,2315,2283,4598
2023,11,Central,8,Limpio,1,Urbana,Privado,1398,1404,2802
2023,11,Central,8,Limpio,1,Urbana,Oficial,14394,13791,28185
2023,11,Central,9,Luque,1,Urbana,Privado,3298,3213,6511
2023,11,Central,9,Luque,1,Urbana,Oficial,21162,20325,41487
2023,11,Central,9,Luque,2,Rural,Privado,69,45,114
2023,11,Central,9,Luque,2,Rural,Oficial,1354,1216,2570
2023,11,Central,9,Luque,1,Urbana,Privado Subvencionado,4801,4749,9550
2023,11,Central,10,Mariano Roque Alonso,1,Urbana,Privado,965,991,1956
2023,11,Central,10,Mariano Roque Alonso,1,Urbana,Oficial,6280,5830,12110
2023,11,Central,10,Mariano Roque Alonso,1,Urbana,Privado Subvencionado,1165,1177,2342
2023,11,Central,12,Ñemby,1,Urbana,Oficial,11170,11151,22321
2023,11,Central,12,Ñemby,1,Urbana,Privado Subvencionado,1375,1294,2669
2023,11,Central,12,Ñemby,1,Urbana,Privado,2294,2380,4674
2023,11,Central,11,Nueva Italia,1,Urbana,Privado Subvencionado,136,154,290
2023,11,Central,11,Nueva Italia,2,Rural,Oficial,366,329,695
2023,11,Central,11,Nueva Italia,1,Urbana,Oficial,614,591,1205
2023,11,Central,11,Nueva Italia,2,Rural,Privado Subvencionado,202,205,407
2023,11,Central,13,San Antonio,1,Urbana,Oficial,4974,4710,9684
2023,11,Central,13,San Antonio,1,Urbana,Privado Subvencionado,210,190,400
